frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,frame.time_invalid,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.stream,tcp.payload,eth.src,eth.dst,frame.cap_len,frame.encap_type,frame.len,frame.number,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.msgid,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len
0.000231,0.005299,1736884795,4775.012134,,192.168.18.17,192.168.2.1,51749,1883,7,30c6090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30322e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e393c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313039342e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e32342e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e322e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3630392e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e34352e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313537392e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e36302e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313237362e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3632302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e373c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e373c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373634383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1291,1,1291,1540,,,,,,,,,,,,,,FALSE,0x30,,1222,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30322e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e393c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313039342e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e32342e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e322e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3630392e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e34352e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313537392e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e36302e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313237362e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3632302e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e373c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35392e373c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373634383c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000067,0.000067,1736884795,4775.012201,,192.168.18.17,192.168.2.1,51749,1883,7,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,1541,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000084,607.294985,1736885402,5382.307186,,192.168.18.17,192.168.2.1,43701,1883,8,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,1714,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.00026,0.009748,1736885402,5382.316934,,192.168.18.17,192.168.2.1,43701,1883,8,30ca090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30332e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e363c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313031302e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31392e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e373c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3536312e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313730352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313233352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3530312e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e333c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373531373c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1295,1,1295,1718,,,,,,,,,,,,,,FALSE,0x30,,1226,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30332e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e363c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313031302e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31392e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e373c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3536312e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313730352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313233352e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3530312e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e333c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373531373c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000076,0.000076,1736885402,5382.31701,,192.168.18.17,192.168.2.1,43701,1883,8,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,1719,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000101,603.451612,1736886006,5985.768622,,192.168.18.17,192.168.2.1,54141,1883,9,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,1892,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
