frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,frame.time_invalid,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.stream,tcp.payload,eth.src,eth.dst,frame.cap_len,frame.encap_type,frame.len,frame.number,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.msgid,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len
0.000241,0.007569,1736886006,5985.776191,,192.168.18.17,192.168.2.1,54141,1883,9,30c9090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30342e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313031312e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31342e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3532372e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e32312e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313831382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e33342e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313139372e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3434352e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e313c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e353c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373436353c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1294,1,1294,1896,,,,,,,,,,,,,,FALSE,0x30,,1225,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30342e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e2d3230302e303c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313031312e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31342e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e333c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3532372e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e32312e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313831382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e33342e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313139372e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3434352e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e313c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e36302e353c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373436353c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000063,0.000063,1736886006,5985.776254,,192.168.18.17,192.168.2.1,54141,1883,9,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,1897,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000078,606.706064,1736886613,6592.482318,,192.168.18.17,192.168.2.1,57691,1883,10,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,2079,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.000209,0.005168,1736886613,6592.487486,,192.168.18.17,192.168.2.1,57691,1883,10,30c5090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30352e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e373c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313036362e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e382e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e313c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3531322e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e31362e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313931382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e32382e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313138322e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3432322e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e303c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35362e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373336363c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1290,1,1290,2083,,,,,,,,,,,,,,FALSE,0x30,,1221,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30352e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e373c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313036362e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e382e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e313c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3531322e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e31362e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313931382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e32382e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313138322e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3432322e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31312e303c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35362e323c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373336363c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.00006,0.00006,1736886613,6592.487546,,192.168.18.17,192.168.2.1,57691,1883,10,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,2084,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
0.000079,600.885185,1736887213,7193.372731,,192.168.18.17,192.168.2.1,41585,1883,11,100c00044d5154540402003c0000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,80,1,80,2260,,0,,,,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0x02,,0x10,60,12,,1,,,,4,MQTT,,,,,,,,,4,,,,
0.000244,0.005966,1736887213,7193.378697,,192.168.18.17,192.168.2.1,41585,1883,11,30c6090024636974792f6169722f73656e736f722d696f7473696d2d6169722d7175616c6974792d313c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30362e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e373c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313035322e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31362e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e363c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3535332e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e33342e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313733382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e34382e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313232312e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3437322e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e353c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35382e313c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373335333c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,1291,1,1291,2264,,,,,,,,,,,,,,FALSE,0x30,,1222,3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d225554462d38223f3e3c726f6f743e3c446174653e3c76616c75653e31312f30332f323030343c2f76616c75653e3c756e69743e44442f4d4d2f595959593c2f756e69743e3c2f446174653e3c54696d653e3c76616c75653e30362e30302e30303c2f76616c75653e3c756e69743e48482e4d4d2e53533c2f756e69743e3c2f54696d653e3c434f5f47543e3c76616c75653e302e373c2f76616c75653e3c756e69743e434f20696e206d672f6d5e333c2f756e69743e3c2f434f5f47543e3c505430382e53315f434f3e3c76616c75653e313035322e303c2f76616c75653e3c756e69743e74696e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53315f434f3e3c4e4d48435f47543e3c76616c75653e31362e303c2f76616c75653e3c756e69743e4e6f6e204d6574616e696320487964726f436172626f6e7320636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4d48435f47543e3c433648365f47543e3c76616c75653e312e363c2f76616c75653e3c756e69743e42656e7a656e6520636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f433648365f47543e3c505430382e53325f4e4d48433e3c76616c75653e3535332e303c2f76616c75653e3c756e69743e746974616e69612073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53325f4e4d48433e3c4e4f785f47543e3c76616c75653e33342e303c2f76616c75653e3c756e69743e4e4f7820636f6e63656e74726174696f6e20696e207070623c2f756e69743e3c2f4e4f785f47543e3c505430382e53335f4e4f783e3c76616c75653e313733382e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53335f4e4f783e3c4e4f325f47543e3c76616c75653e34382e303c2f76616c75653e3c756e69743e4e4f3220636f6e63656e74726174696f6e20696e206d6963726f672f6d5e333c2f756e69743e3c2f4e4f325f47543e3c505430382e53345f4e4f323e3c76616c75653e313232312e303c2f76616c75653e3c756e69743e74756e677374656e206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53345f4e4f323e3c505430382e53355f4f333e3c76616c75653e3437322e303c2f76616c75653e3c756e69743e696e6469756d206f786964652073656e736f7220726573706f6e73653c2f756e69743e3c2f505430382e53355f4f333e3c54656d70657261747572653e3c76616c75653e31302e353c2f76616c75653e3c756e69743ec2b0433c2f756e69743e3c2f54656d70657261747572653e3c52656c61746976655f48756d69646974793e3c76616c75653e35382e313c2f76616c75653e3c756e69743e253c2f756e69743e3c2f52656c61746976655f48756d69646974793e3c4162736f6c7574655f48756d69646974793e302e373335333c2f4162736f6c7574655f48756d69646974793e3c2f726f6f743e,3,,,,,,0,FALSE,,,Air_quality,36,,,,,,,
0.000082,0.000082,1736887213,7193.378779,,192.168.18.17,192.168.2.1,41585,1883,11,e000,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,68,1,68,2265,,,,,,,,,,,,,,,0xe0,,0,,14,,,,,,,,,,,,,,,,,,
